train_loss,epoch,step,valid_loss,valid_acc,train_acc,test_acc
0.09659439325332642,5,1229,,,,
0.17183510959148407,5,1239,,,,
0.18621474504470825,5,1249,,,,
0.19656096398830414,5,1259,,,,
0.17973339557647705,5,1269,,,,
0.21562182903289795,5,1279,,,,
,5,1283,0.20259995758533478,0.9405999779701233,,
,5,1283,,,0.9425927400588989,
0.13482218980789185,6,1289,,,,
0.18276849389076233,6,1299,,,,
0.15849840641021729,6,1309,,,,
0.13603049516677856,6,1319,,,,
0.21277111768722534,6,1329,,,,
0.20382758975028992,6,1339,,,,
0.18119502067565918,6,1349,,,,
0.20040281116962433,6,1359,,,,
0.15459290146827698,6,1369,,,,
0.2417125701904297,6,1379,,,,
0.21894074976444244,6,1389,,,,
0.17817866802215576,6,1399,,,,
0.17949141561985016,6,1409,,,,
0.20443609356880188,6,1419,,,,
0.38361236453056335,6,1429,,,,
0.2362963706254959,6,1439,,,,
0.13539262115955353,6,1449,,,,
0.13813921809196472,6,1459,,,,
0.15328161418437958,6,1469,,,,
0.10877972096204758,6,1479,,,,
0.2037869542837143,6,1489,,,,
,6,1497,0.1950223445892334,0.9444000124931335,,
,6,1497,,,0.9456045627593994,
0.15133275091648102,7,1499,,,,
0.10745646059513092,7,1509,,,,
0.14376495778560638,7,1519,,,,
0.11509297043085098,7,1529,,,,
0.13121965527534485,7,1539,,,,
0.1322576403617859,7,1549,,,,
0.15590965747833252,7,1559,,,,
0.19225181639194489,7,1569,,,,
0.10766219347715378,7,1579,,,,
0.19655008614063263,7,1589,,,,
0.10399825870990753,7,1599,,,,
0.1577877253293991,7,1609,,,,
0.17008242011070251,7,1619,,,,
0.20404934883117676,7,1629,,,,
0.12752802670001984,7,1639,,,,
0.20953240990638733,7,1649,,,,
0.12054885178804398,7,1659,,,,
0.1270998865365982,7,1669,,,,
0.1660744994878769,7,1679,,,,
0.11725328862667084,7,1689,,,,
0.13303960859775543,7,1699,,,,
0.08724945038557053,7,1709,,,,
,7,1711,0.18139773607254028,0.9462000131607056,,
,7,1711,,,0.9492369890213013,
0.18787772953510284,8,1719,,,,
0.18719324469566345,8,1729,,,,
0.1426701843738556,8,1739,,,,
0.14243119955062866,8,1749,,,,
0.14504121243953705,8,1759,,,,
0.16651777923107147,8,1769,,,,
0.13948357105255127,8,1779,,,,
0.1854516714811325,8,1789,,,,
0.13714493811130524,8,1799,,,,
0.12070297449827194,8,1809,,,,
0.10028912127017975,8,1819,,,,
0.14021643996238708,8,1829,,,,
0.19631502032279968,8,1839,,,,
0.10204504430294037,8,1849,,,,
0.16884306073188782,8,1859,,,,
0.15887568891048431,8,1869,,,,
0.25331172347068787,8,1879,,,,
0.07599464058876038,8,1889,,,,
0.168868750333786,8,1899,,,,
0.17619507014751434,8,1909,,,,
0.2825496792793274,8,1919,,,,
,8,1925,0.17988915741443634,0.9520000219345093,,
,8,1925,,,0.9501679539680481,
0.18338164687156677,9,1929,,,,
0.19055576622486115,9,1939,,,,
0.16828392446041107,9,1949,,,,
0.16201922297477722,9,1959,,,,
0.1178574487566948,9,1969,,,,
0.10252413898706436,9,1979,,,,
0.12538862228393555,9,1989,,,,
0.10466941446065903,9,1999,,,,
0.171421617269516,9,2009,,,,
0.14971986413002014,9,2019,,,,
0.13213717937469482,9,2029,,,,
0.18763750791549683,9,2039,,,,
0.16952106356620789,9,2049,,,,
0.24147890508174896,9,2059,,,,
0.13731829822063446,9,2069,,,,
0.14586247503757477,9,2079,,,,
0.1569131761789322,9,2089,,,,
0.11675696074962616,9,2099,,,,
0.07877828180789948,9,2109,,,,
0.16901758313179016,9,2119,,,,
0.14680954813957214,9,2129,,,,
0.12948359549045563,9,2139,,,,
,9,2139,0.1811050921678543,0.9459999799728394,,
,9,2139,,,0.9533440470695496,
,9,1926,,,,0.9478999972343445
